ID,type,actor,action,author
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1lCtbwREMK93MIh4hTBwTZK1zqfKIJz3oxx2mHZ7QE-U,spreadsheet,arendusjuht,Edited,inna.kauts
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1FT8r6Xs13p10c46qMb52U3FBR6vFdHlOBQCqjtViy4I,spreadsheet,ljudmilla.kotchka,Edited,huvijuht
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1iIuMZo40YeJ6EbTbn0UUMuABiF6utPADKXzWkQqGmU4,spreadsheet,alina.siht,Edited,julia.gristsenko
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,irina.haitina,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
10oc4Wu21vol3l8FEz3w4rOkIrHAMhnbohqJLZIhE0XI,spreadsheet,elina.ardla,Edited,vitalina.protsenko
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1rbChc9YaGno0UEn0jwUMXe_NXLL1cgaW9auNsEeFxZI,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1lCtbwREMK93MIh4hTBwTZK1zqfKIJz3oxx2mHZ7QE-U,spreadsheet,arendusjuht,Edited,inna.kauts
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1WVvb0hBIT_WlPDElOVCaKEguJlHPKUSrNb5mvIObaYk,spreadsheet,helen.vanganen,Edited,natalja.grudkina
1QIg28R2K9LezRK_7pYKl7OS3W6sNC4Ju7Z3-bRQm4F0,spreadsheet,jelena.guljaeva,Edited,arendusjuht
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,alla.fedorova,Edited,helen.vanganen
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,alla.fedorova,Edited,helen.vanganen
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,alla.fedorova,Edited,helen.vanganen
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1kDx2XOC_bApIThepLP78iz-SYOPonpu4xJ7IHVXKrPA,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1kDx2XOC_bApIThepLP78iz-SYOPonpu4xJ7IHVXKrPA,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1kDx2XOC_bApIThepLP78iz-SYOPonpu4xJ7IHVXKrPA,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1kDx2XOC_bApIThepLP78iz-SYOPonpu4xJ7IHVXKrPA,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1rbChc9YaGno0UEn0jwUMXe_NXLL1cgaW9auNsEeFxZI,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
10oc4Wu21vol3l8FEz3w4rOkIrHAMhnbohqJLZIhE0XI,spreadsheet,elina.ardla,Edited,vitalina.protsenko
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1kDx2XOC_bApIThepLP78iz-SYOPonpu4xJ7IHVXKrPA,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1rbChc9YaGno0UEn0jwUMXe_NXLL1cgaW9auNsEeFxZI,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1rbChc9YaGno0UEn0jwUMXe_NXLL1cgaW9auNsEeFxZI,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
18zTQBGEbxA6MUWRowUTqEgtBNDq7aVIhNOnhULWhwsI,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1MRU1g6esZQSREWXj8ymVgzz8liWKyT9NRmse1hwn6P4,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1rbChc9YaGno0UEn0jwUMXe_NXLL1cgaW9auNsEeFxZI,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1kDx2XOC_bApIThepLP78iz-SYOPonpu4xJ7IHVXKrPA,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1HJlGrwQqx59YBYjxtKxCdoTxjao6_jRXOFbqANKxvJQ,spreadsheet,anzela.putrolainen,Edited,helen.vanganen
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1XH5skhLBBT38_5jWTHJLd7Yv_CTrciUaTrjRg9wKCDE,spreadsheet,julia.ratsinskaja,Edited,ljudmilla.rozhdestvenskaja
1zolmPoEe3FgYUqsu1pz9YUMTCC2XoZ4ZVD_y97xxa9M,spreadsheet,marina.baranjuk,Edited,elena.zavora
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1f639ZkqHgzQawWopEccpMp_HobU5_2N8Cem0V9pgr0w,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1UFoH4YSyWngkZrhPKyB9sTFOFEEJ-1pUP0d-EgveJYs,spreadsheet,vladimir.grigorjev,Edited,marina.baranjuk
1rbChc9YaGno0UEn0jwUMXe_NXLL1cgaW9auNsEeFxZI,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
1rbChc9YaGno0UEn0jwUMXe_NXLL1cgaW9auNsEeFxZI,spreadsheet,natalia.vilbaste,Edited,helen.vanganen
